,match_id,totalGold,level,xp,totalKills,totalDeaths,level_ups
0,3415024962,231651,453,233829,32,36,96
1,3415024962,247239,480,247763,36,32,100
0,3415024972,174588,391,183808,16,14,84
1,3415024972,185933,402,196615,14,16,88
0,3415024973,304585,611,338617,28,26,104
1,3415024973,299009,596,320339,26,28,100
0,3415024977,126154,295,132373,22,6,80
1,3415024977,105856,279,121004,6,22,74
0,3415024982,392605,769,450929,40,38,112
1,3415024982,405493,778,457946,38,40,110
0,3415024999,163588,378,184357,20,16,86
1,3415024999,152909,371,178429,16,20,82
0,3415025000,67548,175,66920,6,16,64
1,3415025000,81656,191,78335,16,6,72
0,3415025007,79753,204,78304,6,16,66
1,3415025007,92358,210,84576,16,6,70
0,3415025029,245367,514,270693,16,14,96
1,3415025029,240737,499,258368,14,16,94
0,3415025035,95170,207,81113,20,10,66
1,3415025035,83575,192,74870,10,20,60
0,3415025048,199329,494,249905,6,28,96
1,3415025048,267802,536,289864,28,6,102
0,3415025049,135115,327,149980,14,4,84
1,3415025049,130437,328,148207,4,14,84
0,3415025055,152262,347,156220,12,26,80
1,3415025055,176712,372,179364,26,12,90
0,3415025065,268410,572,294833,12,20,98
1,3415025065,279949,590,314587,20,12,102
0,3415025070,438703,789,456262,40,56,110
1,3415025070,478814,815,487096,56,40,116
0,3415025088,89386,214,86750,12,8,70
1,3415025088,81010,202,78197,8,12,64
0,3415025092,189504,413,201722,26,34,90
1,3415025092,223628,420,209594,34,26,92
0,3415025093,386090,724,414086,42,26,114
1,3415025093,379187,711,402484,26,42,112
0,3415025097,39491,100,29140,2,16,50
1,3415025097,51596,104,31726,16,2,46
0,3415025098,473911,863,531022,50,16,126
1,3415025098,413366,830,497975,16,50,114
0,3415025100,504343,996,628175,18,38,130
1,3415025100,590931,1040,665449,38,18,126
0,3415025123,316856,643,349169,16,30,102
1,3415025123,323750,641,354668,30,16,104
0,3415025136,5000,10,0,0,0,4
1,3415025136,5000,10,0,0,0,4
0,3415025150,195506,369,170906,46,18,86
1,3415025150,153937,322,140869,18,46,70
0,3415025155,146874,322,146009,20,10,80
1,3415025155,145598,328,152184,10,20,82
0,3415025165,228535,491,250376,14,28,94
1,3415025165,254502,504,262447,28,14,96
0,3415025166,171786,420,208105,8,18,88
1,3415025166,195652,431,217413,18,8,92
0,3415025181,152041,340,164007,20,12,88
1,3415025181,143494,327,151777,12,20,80
0,3415025182,312475,615,338017,24,30,104
1,3415025182,321497,636,361824,30,24,108
0,3415025186,54081,120,39794,18,2,56
1,3415025186,38854,104,30048,2,18,48
0,3415025199,105068,268,111090,12,12,78
1,3415025199,122956,281,121459,12,12,74
0,3415025211,195417,428,213792,22,14,92
1,3415025211,184890,424,211292,14,22,92
0,3415025219,117306,262,115933,22,12,76
1,3415025219,100035,252,106557,12,22,74
0,3415025225,94863,249,104242,2,8,74
1,3415025225,114225,264,116188,8,2,80
0,3415025249,250988,516,273824,16,24,98
1,3415025249,247848,513,270915,24,16,100
0,3415025255,437776,857,518625,34,34,118
1,3415025255,423557,822,489205,34,34,122
0,3415025257,199984,455,229569,26,26,96
1,3415025257,194751,437,213805,26,26,92
0,3415025258,180192,366,173752,20,34,82
1,3415025258,166176,359,169532,34,20,88
0,3415025265,323206,635,357560,32,40,108
1,3415025265,326231,631,355171,40,32,116
0,3415025276,108941,243,102349,16,20,70
1,3415025276,110368,247,102861,20,16,72
0,3415025287,209447,411,202214,36,26,90
1,3415025287,203406,410,199501,26,36,92
0,3415025304,179374,384,179630,18,24,80
1,3415025304,194689,396,188173,24,18,86
0,3415025309,232878,512,269203,20,26,98
1,3415025309,222289,504,259562,26,20,98
0,3415025318,306434,632,350718,24,44,106
1,3415025318,335788,652,384602,44,24,116
0,3415025334,211159,428,214409,36,12,98
1,3415025334,168175,390,182496,12,36,86
0,3415025346,127612,307,134366,12,12,76
1,3415025346,140287,318,145011,12,12,78
0,3415025350,267890,520,275181,42,30,102
1,3415025350,245163,495,252581,30,42,96
0,3415025353,170514,372,178695,22,24,90
1,3415025353,195957,383,188574,24,22,88
0,3415025354,116632,278,120271,16,26,76
1,3415025354,140163,303,138130,26,16,82
0,3415025358,255955,527,285403,24,10,104
1,3415025358,237497,520,273396,10,24,98
0,3415025390,260216,564,305539,6,22,100
1,3415025390,254191,551,291193,22,6,100
0,3415025395,134699,330,149584,14,14,80
1,3415025395,138389,322,145641,14,14,80
0,3415025406,250631,558,295444,14,20,98
1,3415025406,246318,574,312435,20,14,104
0,3415025407,159994,370,173186,18,12,86
1,3415025407,148866,356,164053,12,18,88
0,3415025408,172093,372,178661,24,16,90
1,3415025408,162701,366,172041,16,24,86
0,3415025419,215213,447,221635,22,10,94
1,3415025419,184956,432,208491,10,22,88
0,3415025436,94695,211,84128,18,10,68
1,3415025436,83812,202,78646,10,18,66
0,3415025448,203369,452,222987,20,22,90
1,3415025448,221653,466,238110,22,20,94
0,3415025452,231881,468,237898,18,22,94
1,3415025452,216420,465,232769,22,18,98
0,3415025453,169613,403,194629,24,10,90
1,3415025453,173275,414,200718,10,24,84
0,3415025477,5000,10,0,0,0,2
1,3415025477,5000,10,0,0,0,6
0,3415025482,184411,411,204221,28,20,92
1,3415025482,179810,407,199781,20,28,92
0,3415025484,116273,281,121110,8,8,74
1,3415025484,114797,278,121687,8,8,76
0,3415025487,183902,409,194969,12,32,86
1,3415025487,246789,455,231772,32,12,98
0,3415025488,190656,425,214066,26,18,92
1,3415025488,181258,402,193436,18,26,84
0,3415025490,106349,238,97577,14,10,70
1,3415025490,97082,243,101866,10,14,74
0,3415025491,145427,316,140041,22,20,78
1,3415025491,148209,323,147201,20,22,80
0,3415025525,218239,480,239961,18,18,92
1,3415025525,235257,492,249106,18,18,88
0,3415025527,75746,199,77025,6,10,66
1,3415025527,89024,204,78809,10,6,66
0,3415025535,147156,330,154121,22,8,82
1,3415025535,141013,326,147824,8,22,80
0,3415025538,217845,423,212522,42,28,96
1,3415025538,197413,407,201452,28,42,86
0,3415025553,174522,386,179584,20,28,84
1,3415025553,198423,407,197753,28,20,90
0,3415025557,141539,278,120779,34,26,78
1,3415025557,128707,278,120988,26,34,78
0,3415025563,45992,120,40458,6,0,58
1,3415025563,38092,103,29941,0,6,42
0,3415025565,153917,376,179172,24,30,88
1,3415025565,172316,381,184925,30,24,90
0,3415025567,177419,408,196581,6,32,88
1,3415025567,208627,428,216021,32,6,94
0,3415025610,332924,637,361338,34,24,110
1,3415025610,320507,612,338604,24,34,104
0,3415025619,324274,662,371777,18,32,106
1,3415025619,339615,687,407343,32,18,114
0,3415025649,121720,295,130228,16,8,78
1,3415025649,120216,293,130931,8,16,78
0,3415025656,161006,354,162062,20,30,82
1,3415025656,171070,363,170690,30,20,86
0,3415025689,169856,372,177734,24,22,90
1,3415025689,180001,372,177336,22,24,84
0,3415025700,184274,405,196747,20,12,86
1,3415025700,175333,404,196744,12,20,86
0,3415025703,192803,403,192476,28,28,90
1,3415025703,220208,422,210068,28,28,90
0,3415025704,98607,249,104869,8,4,74
1,3415025704,89391,237,96173,4,8,72
0,3415025710,105660,230,92814,20,12,72
1,3415025710,102285,232,94387,12,20,70
0,3415025745,286818,594,324590,24,32,102
1,3415025745,294373,625,349621,32,24,108
0,3415025746,88010,202,77217,10,14,66
1,3415025746,93449,217,89226,14,10,70
0,3415025755,221261,469,242762,20,4,98
1,3415025755,198288,457,227293,4,20,92
0,3415025760,176068,379,186785,32,10,92
1,3415025760,152933,370,173748,10,32,86
0,3415025763,157876,345,154546,14,16,80
1,3415025763,153977,350,160183,16,14,80
0,3415025767,100750,232,93850,12,24,70
1,3415025767,119770,251,108669,24,12,82
0,3415025770,295639,651,363740,26,24,108
1,3415025770,298043,662,374019,24,26,106
0,3415025777,247592,492,248759,26,16,90
1,3415025777,214774,457,229341,16,26,88
0,3415025778,92780,248,103651,12,14,74
1,3415025778,107915,252,108206,14,12,74
0,3415025788,278190,526,285436,24,14,98
1,3415025788,241609,515,275654,14,24,98
0,3415025797,229861,494,250846,28,40,94
1,3415025797,268533,522,284401,40,28,98
0,3415025815,61720,171,60487,0,18,62
1,3415025815,80522,177,68545,18,0,64
0,3415025816,378422,737,437683,46,34,118
1,3415025816,377374,719,421763,34,46,114
0,3415025819,257002,504,262691,32,30,96
1,3415025819,231144,487,248860,30,32,96
0,3415025834,5000,10,0,0,0,10
1,3415025834,5000,10,0,0,0,6
0,3415025838,280134,543,286120,28,22,102
1,3415025838,262012,547,287777,22,28,98
0,3415025848,250677,533,286926,28,12,102
1,3415025848,206178,488,247969,12,28,92
0,3415025863,125073,293,131563,20,8,80
1,3415025863,108851,265,110805,8,20,72
0,3415025867,209929,463,232346,24,20,96
1,3415025867,235231,473,241977,20,24,94
0,3415025879,120853,305,133477,16,16,76
1,3415025879,134537,321,144090,16,16,80
0,3415025890,159074,336,155279,22,14,88
1,3415025890,143436,310,138341,14,22,76
0,3415025893,175912,362,170254,24,22,88
1,3415025893,176904,359,170229,22,24,84
0,3415025894,47777,116,39180,10,6,54
1,3415025894,44462,113,35298,6,10,50
0,3415025909,212529,407,197443,28,36,86
1,3415025909,216007,432,218867,36,28,94
0,3415025914,411772,834,497651,32,30,116
1,3415025914,419521,809,480886,30,32,112
0,3415025918,146168,309,137339,22,18,76
1,3415025918,141718,310,142869,18,22,78
0,3415025925,171561,403,192758,6,24,84
1,3415025925,185692,422,210119,24,6,92
0,3415025945,129538,316,139917,6,18,78
1,3415025945,152794,328,150246,18,6,82
0,3415025981,250360,566,307862,20,30,104
1,3415025981,295779,584,323841,30,20,102
0,3415025991,156043,341,164582,24,24,86
1,3415025991,150103,328,148800,24,24,80
0,3415025992,479362,917,562007,38,44,120
1,3415025992,448921,883,536726,44,38,120
0,3415025998,53919,141,48610,2,10,54
1,3415025998,59865,150,53598,10,2,62
0,3415025999,214298,442,219262,30,32,90
1,3415025999,223461,464,242462,32,30,98
0,3415026009,168363,366,174691,22,16,86
1,3415026009,169837,367,174722,16,22,86
0,3415026013,154991,378,179836,4,14,86
1,3415026013,169576,385,189735,14,4,90
0,3415026014,316115,611,336444,40,18,106
1,3415026014,270702,591,315540,18,40,104
0,3415026032,269947,549,289360,34,24,100
1,3415026032,246324,519,259601,24,34,92
0,3415026039,162472,350,161826,16,24,80
1,3415026039,162617,367,174986,24,16,90
0,3415026042,111880,283,121322,4,16,74
1,3415026042,118045,293,132381,16,4,82
0,3415026046,86125,219,82577,8,20,70
1,3415026046,112907,243,100896,20,8,72
0,3415026050,333370,663,372466,28,20,106
1,3415026050,295101,646,358147,20,28,108
0,3415026051,93954,231,90593,8,20,66
1,3415026051,106187,238,98319,20,8,72
0,3415026055,44746,115,37442,6,10,50
1,3415026055,46742,117,38094,10,6,56
0,3415026060,138075,330,152527,6,12,80
1,3415026060,134169,341,160745,12,6,88
0,3415026067,312439,663,375422,32,28,108
1,3415026067,320732,655,375344,28,32,106
0,3415026074,214299,485,243386,14,28,92
1,3415026074,251528,525,275944,28,14,100
0,3415026075,167428,356,165047,28,26,84
1,3415026075,171155,359,165683,26,28,80
0,3415026076,155546,375,181725,16,18,88
1,3415026076,178484,392,190721,18,16,88
0,3415026109,250685,501,257579,20,18,94
1,3415026109,225277,492,250412,18,20,100
0,3415026115,308890,625,339777,14,22,100
1,3415026115,298873,619,334143,22,14,102
0,3415026122,155915,364,170490,20,14,84
1,3415026122,156310,355,163592,14,20,80
0,3415026135,131027,319,142382,12,18,78
1,3415026135,150430,338,159735,18,12,86
0,3415026141,85470,211,83353,12,12,66
1,3415026141,83674,205,82726,12,12,68
0,3415026142,80830,195,74603,6,14,60
1,3415026142,84634,197,75818,14,6,66
0,3415026158,373105,706,405610,40,36,110
1,3415026158,370358,693,391697,36,40,110
0,3415026166,163297,341,162977,24,18,86
1,3415026166,145210,308,134940,18,24,76
0,3415026182,433419,835,498365,42,50,118
1,3415026182,493769,876,546910,50,42,122
0,3415026214,216466,420,207950,32,30,94
1,3415026214,199535,414,203856,30,32,92
0,3415026215,182258,408,199305,28,28,88
1,3415026215,191549,408,200812,28,28,94
0,3415026218,144441,275,118286,28,16,80
1,3415026218,128922,265,110551,16,28,74
0,3415026222,141964,331,152216,12,10,78
1,3415026222,132531,325,147762,10,12,78
0,3415026224,199577,418,209434,16,4,92
1,3415026224,176149,416,204626,4,16,94
0,3415026233,122153,307,132270,6,20,80
1,3415026233,150488,320,147500,20,6,82
0,3415026249,106797,219,91550,20,14,72
1,3415026249,90899,213,84924,14,20,68
0,3415026250,84854,209,81103,10,6,66
1,3415026250,83546,216,88082,6,10,72
0,3415026257,142656,326,150847,14,14,82
1,3415026257,145154,334,153308,14,14,82
0,3415026259,242580,482,244115,34,22,94
1,3415026259,245642,492,250965,22,34,96
0,3415026266,131507,328,148796,10,10,78
1,3415026266,133259,314,142380,10,10,80
0,3415026273,238607,519,273609,26,28,98
1,3415026273,237919,508,268879,28,26,98
0,3415026276,136851,331,152257,14,14,84
1,3415026276,141156,322,145665,14,14,78
0,3415026283,272448,557,292944,24,24,98
1,3415026283,244594,556,294158,24,24,104
0,3415026288,215351,508,263105,14,8,96
1,3415026288,230422,518,272871,8,14,94
0,3415026304,339801,657,371677,42,30,106
1,3415026304,338287,652,362885,30,42,108
0,3415026317,217650,428,216433,28,18,94
1,3415026317,190877,404,194900,18,28,90
0,3415026341,127115,278,118825,20,20,76
1,3415026341,130404,282,123340,20,20,80
0,3415026345,90696,236,93963,2,24,68
1,3415026345,113577,254,109297,24,2,74
0,3415026346,321545,660,369248,48,28,114
1,3415026346,350576,672,384934,28,48,106
0,3415026356,121306,295,133049,18,10,80
1,3415026356,109735,273,115903,10,18,76
0,3415026362,148658,321,144723,16,28,80
1,3415026362,161018,332,152851,28,16,86
0,3415026375,184680,425,211646,14,12,92
1,3415026375,183161,426,208774,12,14,90
0,3415026386,261969,569,310063,24,22,104
1,3415026386,273974,559,297248,22,24,102
0,3415026387,149943,353,162447,20,18,84
1,3415026387,157462,369,173456,18,20,84
0,3415026389,5000,10,0,0,0,6
1,3415026389,5000,10,0,0,0,4
0,3415026393,117378,277,117555,16,18,74
1,3415026393,128896,291,128959,18,16,78
0,3415026395,229519,552,288224,12,20,100
1,3415026395,240364,561,304215,20,12,100
0,3415026422,195766,434,220595,18,6,94
1,3415026422,176495,416,200722,6,18,88
0,3415026429,5000,10,0,0,0,6
1,3415026429,5000,10,0,0,0,8
0,3415026457,132067,331,152272,8,18,82
1,3415026457,136585,328,153890,18,8,88
0,3415026461,163394,333,152023,28,20,84
1,3415026461,147817,330,154051,20,28,84
0,3415026468,181804,364,173877,36,20,88
1,3415026468,165274,358,164295,20,36,84
0,3415026479,145354,311,135178,20,24,82
1,3415026479,154742,317,141251,24,20,80
0,3415026480,132534,306,132823,14,14,76
1,3415026480,136595,319,139850,14,14,78
0,3415026485,275480,544,284411,34,32,98
1,3415026485,262819,557,299083,32,34,106
0,3415026496,142675,351,161500,8,22,84
1,3415026496,169628,370,178691,22,8,90
0,3415026524,137725,312,136924,22,16,80
1,3415026524,138858,325,148564,16,22,76
0,3415026525,170087,360,165058,20,20,84
1,3415026525,146485,348,159500,20,20,82
0,3415026529,146203,335,155083,18,16,84
1,3415026529,142929,327,150853,16,18,88
0,3415026542,122657,305,131019,8,26,74
1,3415026542,156462,330,150076,26,8,82
0,3415026544,167987,372,178835,12,10,86
1,3415026544,152342,367,171327,10,12,86
0,3415026553,177152,402,192282,14,6,86
1,3415026553,159705,401,193465,6,14,88
0,3415026555,95882,241,99309,10,16,70
1,3415026555,110451,253,109457,16,10,76
0,3415026556,161789,381,182873,14,20,84
1,3415026556,158778,361,168546,20,14,82
0,3415026561,293861,549,295488,28,20,100
1,3415026561,257746,545,280682,20,28,94
0,3415026564,222345,452,222777,18,14,90
1,3415026564,184780,427,201504,14,18,88
0,3415026569,236469,474,243366,28,24,98
1,3415026569,220789,458,236642,24,28,96
0,3415026586,90065,206,80760,16,14,68
1,3415026586,93391,206,79595,14,16,68
0,3415026598,188545,402,189490,24,28,90
1,3415026598,193117,402,194804,28,24,88
0,3415026599,97874,234,97116,10,10,68
1,3415026599,95798,241,99859,10,10,72
0,3415026609,260683,545,291329,30,30,102
1,3415026609,272201,553,292088,30,30,102
0,3415026616,105928,240,100281,18,4,74
1,3415026616,94167,243,98487,4,18,68
0,3415026618,258801,522,275409,26,18,102
1,3415026618,235579,508,264994,18,26,100
0,3415026628,160018,330,143132,18,26,80
1,3415026628,178127,346,159646,26,18,84
0,3415026644,186903,418,206650,18,20,90
1,3415026644,186061,417,207032,20,18,94
0,3415026658,360418,728,424382,28,30,114
1,3415026658,348726,718,412548,30,28,110
0,3415026673,166795,379,181302,16,14,88
1,3415026673,172341,376,179928,14,16,88
0,3415026681,264564,513,267078,38,12,98
1,3415026681,217334,491,247673,12,38,92
0,3415026690,168641,393,183459,16,20,88
1,3415026690,190016,401,190344,20,16,86
0,3415026692,184279,370,177124,26,26,86
1,3415026692,179240,371,175902,26,26,84
0,3415026695,149352,316,140648,30,18,80
1,3415026695,140587,321,142886,18,30,78
0,3415026696,227291,504,258228,28,16,94
1,3415026696,229522,490,249685,16,28,96
0,3415026702,442089,739,430080,38,42,112
1,3415026702,437130,752,438221,42,38,112
0,3415026706,120604,303,129177,6,24,74
1,3415026706,158873,325,150395,24,6,82
0,3415026720,158709,387,181099,16,18,86
1,3415026720,184408,421,212377,18,16,88
0,3415026727,279600,516,271609,32,38,96
1,3415026727,247101,509,268000,38,32,104
0,3415026730,223827,513,267415,10,16,98
1,3415026730,224515,515,275416,16,10,100
0,3415026731,303899,648,355810,16,30,106
1,3415026731,309755,674,384885,30,16,112
0,3415026734,85928,216,85694,10,4,70
1,3415026734,81734,208,80205,4,10,68
0,3415026757,71513,177,67137,8,2,66
1,3415026757,64324,174,63659,2,8,62
0,3415026758,127346,285,126068,26,6,76
1,3415026758,108148,267,111064,6,26,72
0,3415026763,62993,153,54795,18,2,62
1,3415026763,49285,137,45208,2,18,52
0,3415026769,185725,411,197588,26,16,88
1,3415026769,177339,401,191869,16,26,82
0,3415026770,144797,328,150666,16,18,80
1,3415026770,159471,340,158844,18,16,86
0,3415026777,132857,312,137311,10,32,74
1,3415026777,156170,327,154505,32,10,84
0,3415026802,247920,508,261469,28,18,96
1,3415026802,220487,506,264030,18,28,96
0,3415026803,475839,899,553374,32,38,126
1,3415026803,501622,919,569809,38,32,126
0,3415026804,345294,642,371157,50,52,116
1,3415026804,348642,639,363052,52,50,110
0,3415026813,147266,332,155133,22,10,82
1,3415026813,132460,325,147549,10,22,80
0,3415026851,305608,637,343255,28,40,104
1,3415026851,333757,687,395826,40,28,112
0,3415026859,122400,285,126500,16,20,78
1,3415026859,126738,295,131965,20,16,80
0,3415026869,140323,364,170165,4,18,84
1,3415026869,174110,380,183199,18,4,90
0,3415026874,132877,291,132017,16,10,78
1,3415026874,115280,278,121216,10,16,72
0,3415026893,56294,142,48279,4,4,54
1,3415026893,51245,140,47006,4,4,56
0,3415026923,93770,233,93909,10,18,68
1,3415026923,116483,250,105136,18,10,74
0,3415026926,256386,547,290526,32,34,100
1,3415026926,281129,555,298878,34,32,104
0,3415026935,234505,490,245695,22,28,94
1,3415026935,240768,506,266639,28,22,100
0,3415026939,166480,330,151791,26,12,86
1,3415026939,149848,336,159389,12,26,84
0,3415026943,211845,449,226769,22,28,92
1,3415026943,230211,460,236101,28,22,98
0,3415026953,185885,402,192714,26,18,92
1,3415026953,185657,400,191941,18,26,86
0,3415026954,298669,600,329257,36,40,108
1,3415026954,348463,631,351619,40,36,108
0,3415026966,146004,365,168867,6,22,84
1,3415026966,163947,376,179341,22,6,86
0,3415026967,102557,249,103404,12,8,74
1,3415026967,96101,248,101981,8,12,70
0,3415026993,193964,409,201589,18,22,88
1,3415026993,172626,378,174725,22,18,86
0,3415027002,88366,216,87770,8,0,70
1,3415027002,79401,210,83078,0,8,68
0,3415027004,249459,492,254965,34,32,98
1,3415027004,242731,477,236359,32,34,92
0,3415027008,116340,273,115772,14,18,74
1,3415027008,120437,281,121162,18,14,78
0,3415027014,108106,244,102368,16,12,72
1,3415027014,102383,242,100661,12,16,74
0,3415027015,265382,558,295789,22,24,98
1,3415027015,271233,574,313196,24,22,106
0,3415027018,243594,506,261651,20,26,98
1,3415027018,255398,525,280605,26,20,104
0,3415027041,249852,412,201781,46,38,94
1,3415027041,209784,385,180563,38,46,86
0,3415027042,272643,501,261678,26,20,94
1,3415027042,243216,497,252142,20,26,94
0,3415027050,77853,188,75133,18,2,68
1,3415027050,62741,164,58013,2,18,58
0,3415027051,186752,377,185703,28,18,90
1,3415027051,170390,362,168816,18,28,86
0,3415027057,120176,294,128571,8,20,76
1,3415027057,129048,298,136748,20,8,84
0,3415027064,285519,610,337166,22,32,104
1,3415027064,333747,634,356968,32,22,106
0,3415027066,131174,276,122982,20,12,74
1,3415027066,108607,263,110169,12,20,74
0,3415027073,151670,350,161617,12,20,84
1,3415027073,177531,387,189010,20,12,90
0,3415027078,147378,334,153680,14,10,82
1,3415027078,143082,334,154941,10,14,86
0,3415027086,234413,468,239636,32,32,94
1,3415027086,226356,459,233015,32,32,96
0,3415027100,329478,638,345756,30,24,104
1,3415027100,336906,673,380542,24,30,110
0,3415027101,81993,182,71084,24,4,68
1,3415027101,64656,160,56308,4,24,56
0,3415027103,144165,319,144878,20,8,82
1,3415027103,125565,314,139996,8,20,78
0,3415027117,218438,461,234680,32,28,98
1,3415027117,235982,479,252952,28,32,96
0,3415027123,204053,415,204765,22,14,90
1,3415027123,181348,394,192031,14,22,88
0,3415027133,212935,452,229161,22,22,94
1,3415027133,206371,450,221599,22,22,94
0,3415027152,278400,590,318302,18,30,102
1,3415027152,312899,633,355298,30,18,108
0,3415027153,49781,117,39397,16,2,54
1,3415027153,42256,116,37372,2,16,50
0,3415027165,150874,341,158077,16,14,86
1,3415027165,144680,329,152312,14,16,82
0,3415027183,44669,112,35475,4,8,54
1,3415027183,47323,118,39454,8,4,58
0,3415027184,110188,267,112348,10,26,74
1,3415027184,140573,297,134621,26,10,84
0,3415027197,167624,414,191261,4,14,84
1,3415027197,204219,453,230497,14,4,90
0,3415027210,117588,296,130647,12,24,80
1,3415027210,137462,296,133871,24,12,80
0,3415027213,290547,590,311128,38,26,104
1,3415027213,282409,586,315233,26,38,98
0,3415027240,158371,374,178225,12,14,86
1,3415027240,168017,375,179185,14,12,90
0,3415027245,90876,235,95153,6,22,70
1,3415027245,115349,253,107677,22,6,76
0,3415027246,129676,327,147975,8,18,80
1,3415027246,145703,334,155349,18,8,84
0,3415027249,214614,491,247912,12,24,94
1,3415027249,248165,542,294397,24,12,104
0,3415027254,355351,687,378047,22,24,104
1,3415027254,354372,684,380182,24,22,108
0,3415027262,89884,216,88869,14,4,70
1,3415027262,72835,200,77173,4,14,66
0,3415027263,135358,335,150990,12,24,86
1,3415027263,155430,347,169235,24,12,90
0,3415027267,152292,370,177195,12,8,88
1,3415027267,156855,376,180151,8,12,88
0,3415027281,235490,465,234332,18,16,94
1,3415027281,210695,464,236922,16,18,96
0,3415027299,188205,420,211389,20,20,94
1,3415027299,183241,415,201881,20,20,90
0,3415027309,234752,486,254073,20,20,98
1,3415027309,218776,474,243489,20,20,94
0,3415027312,5000,10,0,0,0,4
1,3415027312,5000,10,0,0,0,2
0,3415027331,193251,443,222698,24,24,92
1,3415027331,214052,461,229694,24,24,96
0,3415027341,141591,330,149196,12,18,82
1,3415027341,144604,335,159365,18,12,82
0,3415027349,89694,197,73914,12,20,66
1,3415027349,97881,206,81311,20,12,70
0,3415027352,176397,422,208148,14,12,88
1,3415027352,192190,408,196723,12,14,86
0,3415027365,203639,441,218802,14,28,90
1,3415027365,218160,454,226889,28,14,94
0,3415027376,200782,447,220095,16,8,88
1,3415027376,188402,442,214459,8,16,88
0,3415027381,177869,376,176538,22,8,88
1,3415027381,151624,353,159999,8,22,80
0,3415027390,112046,249,106361,20,8,72
1,3415027390,101096,236,95704,8,20,70
0,3415027402,253497,548,287482,22,18,98
1,3415027402,251863,548,288456,18,22,98
0,3415027415,80889,171,62743,12,12,62
1,3415027415,75061,169,63263,12,12,60
0,3415027416,565167,969,612176,42,48,126
1,3415027416,536988,942,578195,48,42,124
0,3415027420,153656,350,159123,10,26,82
1,3415027420,185230,383,186982,26,10,90
0,3415027421,156126,365,174012,16,6,84
1,3415027421,150206,368,172975,6,16,82
0,3415027425,147084,292,132215,26,14,80
1,3415027425,117442,268,113394,14,26,74
0,3415027426,183672,422,210357,10,6,92
1,3415027426,172996,410,197566,6,10,88
0,3415027430,181971,380,185849,34,10,92
1,3415027430,158180,361,169692,10,34,84
0,3415027441,60328,136,46086,10,6,54
1,3415027441,55552,136,45563,6,10,52
0,3415027475,204825,449,223995,18,24,92
1,3415027475,239939,473,246577,24,18,96
0,3415027481,299444,592,317230,28,44,104
1,3415027481,349796,645,370862,44,28,108
0,3415027486,118337,268,110943,14,18,74
1,3415027486,126503,284,123701,18,14,82
0,3415027489,185651,418,203009,14,32,90
1,3415027489,194641,423,213900,32,14,92
0,3415027490,66672,176,65878,6,16,64
1,3415027490,71406,177,67745,16,6,62
0,3415027516,106515,254,108453,14,18,74
1,3415027516,106690,245,102401,18,14,72
0,3415027535,53620,114,37852,14,8,54
1,3415027535,41604,105,32634,8,14,46
0,3415027540,142593,319,144017,22,8,80
1,3415027540,124843,297,128015,8,22,72
0,3415027561,111788,256,108164,20,2,74
1,3415027561,90832,243,100687,2,20,70
0,3415027567,185960,381,181447,34,26,88
1,3415027567,154175,343,155396,26,34,82
0,3415027575,236650,497,253020,20,26,94
1,3415027575,258162,502,263757,26,20,96
0,3415027578,227049,499,252036,18,20,94
1,3415027578,231662,493,248243,20,18,94
0,3415027590,145025,330,151932,22,16,86
1,3415027590,137816,307,133901,16,22,76
0,3415027591,160155,370,180044,16,18,88
1,3415027591,165653,384,184566,18,16,88
0,3415027593,431784,876,524769,32,40,112
1,3415027593,555471,950,581965,40,32,116
0,3415027597,184912,378,185652,32,28,90
1,3415027597,169660,362,169154,28,32,86
0,3415027601,165327,324,145652,26,20,80
1,3415027601,140710,311,144246,20,26,82
0,3415027602,208487,452,224985,20,30,94
1,3415027602,206119,461,237935,30,20,92
0,3415027613,199486,414,204214,24,26,92
1,3415027613,200028,402,190653,26,24,86
0,3415027614,172642,391,180302,14,30,86
1,3415027614,211371,431,215331,30,14,92
0,3415027623,310063,579,322809,36,24,106
1,3415027623,250646,551,286239,24,36,100
0,3415027624,117135,292,128703,8,8,80
1,3415027624,111574,288,124738,8,8,78
0,3415027646,5000,10,0,0,0,6
1,3415027646,5000,10,0,0,0,8
0,3415027647,217776,461,233491,20,20,92
1,3415027647,217074,463,239307,20,20,96
0,3415027672,96300,234,98235,8,14,70
1,3415027672,109274,252,106332,14,8,76
0,3415027673,224188,482,244625,30,18,96
1,3415027673,228260,497,254582,18,30,94
0,3415027678,193211,423,207989,12,2,90
1,3415027678,160032,404,195128,2,12,84
0,3415027686,99278,248,105514,4,4,74
1,3415027686,96168,241,97335,4,4,70
0,3415027701,342311,732,423294,26,24,110
1,3415027701,309177,713,408077,24,26,108
0,3415027712,94653,216,87867,16,14,70
1,3415027712,87746,210,83658,14,16,72
0,3415027726,122246,249,105626,28,20,74
1,3415027726,106883,227,92821,20,28,70
0,3415027733,75092,193,71290,6,16,60
1,3415027733,84690,214,86082,16,6,70
0,3415027743,373386,759,446869,36,24,112
1,3415027743,361497,735,410703,24,36,106
0,3415027752,154811,325,147020,18,10,82
1,3415027752,133633,325,146309,10,18,84
0,3415027755,156065,317,145189,20,16,80
1,3415027755,135896,292,126369,16,20,76
0,3415027760,275346,555,290941,30,36,98
1,3415027760,268982,555,298188,36,30,102
0,3415027764,251874,514,271422,24,30,96
