,match_id,totalGold,level,xp,totalKills,totalDeaths,level_ups
0,3415003738,269840,554,290033,36,42,100
1,3415003738,299590,557,300641,42,36,104
0,3415003741,201639,425,213959,18,12,90
1,3415003741,174020,394,185564,12,18,84
0,3415003744,198118,417,207665,28,16,92
1,3415003744,176852,399,190700,16,28,86
0,3415003764,222456,491,246463,24,12,92
1,3415003764,209468,498,251271,12,24,96
0,3415003798,173294,373,175630,24,10,88
1,3415003798,154080,359,170820,10,24,86
0,3415003804,394827,761,438158,20,24,112
1,3415003804,400082,753,432920,24,20,112
0,3415003826,155213,329,151751,20,10,82
1,3415003826,138586,328,149454,10,20,82
0,3415003846,308230,620,339839,26,8,100
1,3415003846,276220,588,307343,8,26,94
0,3415003870,198666,425,204504,16,26,86
1,3415003870,224387,445,218064,26,16,88
0,3415003890,300343,651,360996,22,18,106
1,3415003890,308130,674,383902,18,22,106
0,3415003897,150953,317,144420,32,32,80
1,3415003897,155824,325,148265,32,32,84
0,3415003898,47707,115,36834,10,4,52
1,3415003898,46420,115,37948,4,10,50
0,3415003908,245172,504,262524,26,24,98
1,3415003908,253043,521,274725,24,26,102
0,3415003910,280337,597,325690,36,36,104
1,3415003910,303875,615,338675,36,36,110
0,3415003934,308780,634,356938,28,28,108
1,3415003934,321908,649,373015,28,28,112
0,3415003936,43022,115,36737,8,4,54
1,3415003936,43588,116,37346,4,8,50
0,3415003955,199454,417,205868,36,10,92
1,3415003955,148072,374,174405,10,36,80
0,3415003959,211075,464,236562,20,14,96
1,3415003959,224469,464,240955,14,20,94
0,3415003973,200134,422,209218,22,12,94
1,3415003973,183504,417,207018,12,22,92
0,3415003976,230452,455,227738,26,22,90
1,3415003976,234700,460,233744,22,26,90
0,3415003989,323582,581,322569,34,14,106
1,3415003989,250358,549,284856,14,34,98
0,3415004007,147001,361,166223,10,16,88
1,3415004007,182724,364,169098,16,10,86
0,3415004010,164531,379,181036,22,8,86
1,3415004010,144963,364,166550,8,22,82
0,3415004011,108460,240,100378,12,6,74
1,3415004011,81083,207,75376,6,12,64
0,3415004028,247660,459,234048,34,20,96
1,3415004028,223204,448,225464,20,34,96
0,3415004041,292627,603,331616,40,28,106
1,3415004041,275636,588,310804,28,40,98
0,3415004052,313558,610,340423,34,30,106
1,3415004052,301987,608,333871,30,34,104
0,3415004053,71973,202,77992,0,12,62
1,3415004053,85185,219,90134,12,0,70
0,3415004054,178053,362,167134,26,14,84
1,3415004054,164713,355,168038,14,26,82
0,3415004058,200263,408,204321,28,38,90
1,3415004058,212332,410,199674,38,28,94
0,3415004063,191681,424,211949,18,10,92
1,3415004063,159631,399,190780,10,18,88
0,3415004069,131851,316,142356,18,22,78
1,3415004069,145186,328,152058,22,18,84
0,3415004072,254004,487,248014,24,30,92
1,3415004072,262549,517,273517,30,24,100
0,3415004076,171167,379,183476,22,20,86
1,3415004076,165908,371,179226,20,22,90
0,3415004077,186887,403,193123,34,22,88
1,3415004077,186618,409,199130,22,34,88
0,3415004078,169528,413,205371,12,6,90
1,3415004078,152608,399,192246,6,12,86
0,3415004085,354487,726,407407,30,32,110
1,3415004085,407996,766,445730,32,30,110
0,3415004092,40934,107,31626,2,4,48
1,3415004092,42589,115,36392,4,2,52
0,3415004096,97018,244,99904,8,16,70
1,3415004096,105796,252,107864,16,8,78
0,3415004124,192716,401,190246,18,28,86
1,3415004124,197993,423,216020,28,18,96
0,3415004125,39723,108,32504,0,12,48
1,3415004125,51117,115,38704,12,0,56
0,3415004142,152017,323,145127,18,18,80
1,3415004142,147816,317,140447,18,18,80
0,3415004168,77012,202,79064,10,22,66
1,3415004168,95925,216,86922,22,10,68
0,3415004172,195469,437,223206,16,8,94
1,3415004172,178174,425,211100,8,16,92
0,3415004173,235403,479,250332,24,24,96
1,3415004173,217299,449,226585,24,24,92
0,3415004203,86282,179,69360,28,12,64
1,3415004203,72821,168,61262,12,28,62
0,3415004207,261905,538,278967,16,22,94
1,3415004207,260096,555,297655,22,16,104
0,3415004215,121584,278,118659,14,20,74
1,3415004215,128480,293,131001,20,14,80
0,3415004249,117698,280,122125,8,20,70
1,3415004249,126157,288,128535,20,8,84
0,3415004257,156922,344,161484,24,6,88
1,3415004257,125090,323,144163,6,24,78
0,3415004261,204622,459,233754,22,16,94
1,3415004261,216619,468,236410,16,22,92
0,3415004278,319402,700,393797,18,20,108
1,3415004278,337932,727,418880,20,18,110
0,3415004281,382104,746,440003,42,30,116
1,3415004281,380128,729,416447,30,42,106
0,3415004284,147278,361,164883,20,28,82
1,3415004284,165916,371,173027,28,20,86
0,3415004286,289603,572,310690,30,30,102
1,3415004286,257439,552,293415,30,30,104
0,3415004287,139554,313,138699,22,32,78
1,3415004287,149969,328,151233,32,22,84
0,3415004292,196984,424,213872,20,6,92
1,3415004292,163955,396,189287,6,20,84
0,3415004294,236779,512,269454,22,14,96
1,3415004294,204780,484,242087,14,22,94
0,3415004295,175915,395,181195,18,28,84
1,3415004295,196865,413,202562,28,18,90
0,3415004307,317620,650,364533,26,42,102
1,3415004307,351395,654,371362,42,26,110
0,3415004308,146109,329,151321,18,14,82
1,3415004308,142342,327,151293,14,18,86
0,3415004310,331259,651,378550,44,24,112
1,3415004310,311858,634,354763,24,44,110
0,3415004327,191308,408,198266,18,28,88
1,3415004327,191133,418,206073,28,18,92
0,3415004329,91394,219,91971,22,2,72
1,3415004329,74703,202,77524,2,22,64
0,3415004338,80914,208,81461,6,10,68
1,3415004338,93016,214,87958,10,6,70
0,3415004346,194544,410,199265,26,12,88
1,3415004346,187411,399,189355,12,26,88
0,3415004362,262944,555,296889,34,22,102
1,3415004362,255119,540,280315,22,34,94
0,3415004371,184476,425,201746,12,24,86
1,3415004371,216849,460,233628,24,12,92
0,3415004384,278286,565,299480,34,26,98
1,3415004384,263343,566,301391,26,34,98
0,3415004386,165203,354,163201,22,38,84
1,3415004386,192730,372,182737,38,22,88
0,3415004397,161889,375,178422,10,14,88
1,3415004397,164888,380,185818,14,10,92
0,3415004399,244844,570,307482,12,18,104
1,3415004399,274854,572,311046,18,12,102
0,3415004417,108362,240,100793,16,4,72
1,3415004417,90760,241,99186,4,16,70
0,3415004423,244325,500,257683,22,20,96
1,3415004423,233301,477,237041,20,22,90
0,3415004436,119491,276,118779,10,16,78
1,3415004436,122066,277,121604,16,10,74
0,3415004440,141962,358,164186,12,24,84
1,3415004440,192229,394,199240,24,12,90
0,3415004450,123341,273,118742,14,10,72
1,3415004450,111489,267,111847,10,14,74
0,3415004459,229178,446,225246,32,34,90
1,3415004459,238266,459,232982,34,32,94
0,3415004460,160897,322,144718,26,28,82
1,3415004460,157152,327,148448,28,26,80
0,3415004471,160272,376,180072,14,16,88
1,3415004471,163135,379,182847,16,14,90
0,3415004483,670225,1050,680450,54,56,128
1,3415004483,613171,1030,662669,56,54,128
0,3415004493,123446,279,123127,18,12,76
1,3415004493,122327,287,125565,12,18,76
0,3415004497,106096,231,93911,16,4,70
1,3415004497,92256,233,94669,4,16,68
0,3415004503,128019,318,142287,12,6,82
1,3415004503,125234,321,144819,6,12,80
0,3415004512,155468,359,168289,18,18,84
1,3415004512,170200,375,180359,18,18,90
0,3415004537,338986,682,393703,28,18,112
1,3415004537,336585,676,382839,18,28,110
0,3415004539,309643,604,330120,24,26,106
1,3415004539,316148,605,329767,26,24,104
0,3415004540,213425,458,230095,18,20,94
1,3415004540,203173,468,240442,20,18,94
0,3415004559,139108,321,146656,16,20,78
1,3415004559,147086,317,144043,20,16,82
0,3415004560,101668,256,108570,8,12,76
1,3415004560,104807,248,103831,12,8,70
0,3415004561,207727,437,212815,24,12,88
1,3415004561,198860,445,215822,12,24,88
0,3415004591,78769,177,67262,14,8,64
1,3415004591,66604,165,60028,8,14,60
0,3415004596,41048,112,35858,2,10,48
1,3415004596,46377,119,38571,10,2,56
0,3415004607,171661,375,179888,26,10,86
1,3415004607,137708,339,155471,10,26,78
0,3415004615,42702,106,33273,2,10,48
1,3415004615,50101,115,37870,10,2,52
0,3415004616,127841,300,137438,24,4,80
1,3415004616,107665,275,116431,4,24,70
0,3415004622,140433,337,158623,8,10,88
1,3415004622,131974,311,138891,10,8,80
0,3415004643,75742,183,72349,14,0,68
1,3415004643,64399,176,64113,0,14,62
0,3415004644,167333,348,159449,28,28,82
1,3415004644,167742,342,155306,28,28,80
0,3415004662,203863,440,222839,24,26,98
1,3415004662,192552,430,220489,26,24,94
0,3415004665,125385,284,124239,18,20,78
1,3415004665,132055,288,130621,20,18,80
0,3415004683,413340,769,455772,34,46,114
1,3415004683,450581,800,483026,46,34,120
0,3415004684,130274,290,129746,16,6,76
1,3415004684,108487,277,117158,6,16,70
0,3415004711,276578,516,272917,34,30,100
1,3415004711,265799,508,264385,30,34,98
0,3415004720,111024,263,116830,18,6,78
1,3415004720,94807,237,95387,6,18,70
0,3415004721,130280,313,135729,12,36,76
1,3415004721,171357,344,163800,36,12,88
0,3415004727,199508,425,204079,22,44,88
1,3415004727,234454,466,234680,44,22,94
0,3415004743,84035,193,70628,14,20,60
1,3415004743,89205,203,78716,20,14,66
0,3415004758,130983,321,148882,10,16,80
1,3415004758,137224,317,143522,16,10,76
0,3415004761,108662,234,90737,16,6,72
1,3415004761,95408,228,88350,6,16,66
0,3415004765,252568,483,251013,30,20,100
1,3415004765,220291,469,241701,20,30,102
0,3415004766,115347,254,106932,28,8,76
1,3415004766,104880,236,95541,8,28,68
0,3415004780,103163,245,102227,12,8,72
1,3415004780,95299,237,97316,8,12,66
0,3415004784,103761,258,111138,12,4,76
1,3415004784,88327,240,97170,4,12,68
0,3415004793,191696,398,192849,24,10,86
1,3415004793,179043,407,195038,10,24,84
0,3415004796,226377,503,260627,16,28,96
1,3415004796,264700,521,280039,28,16,102
0,3415004813,209193,450,223745,22,32,92
1,3415004813,213981,466,239551,32,22,94
0,3415004827,258131,513,272022,34,40,98
1,3415004827,267115,507,268827,40,34,100
0,3415004851,221842,492,249302,16,16,92
1,3415004851,212123,495,252066,16,16,92
0,3415004863,363325,713,413270,30,14,118
1,3415004863,338296,670,365671,14,30,102
0,3415004872,88671,210,86179,10,12,70
1,3415004872,89216,206,79938,12,10,68
0,3415004883,242692,495,264044,42,20,106
1,3415004883,205152,452,231103,20,42,96
0,3415004889,126050,314,135996,10,16,74
1,3415004889,142791,325,150275,16,10,82
0,3415004890,315903,620,347441,38,44,110
1,3415004890,349691,649,365419,44,38,110
0,3415004892,287952,511,266724,40,48,100
1,3415004892,285177,516,278630,48,40,98
0,3415004893,95782,213,86016,14,12,70
1,3415004893,81586,207,82578,12,14,70
0,3415004894,91951,213,86254,20,10,70
1,3415004894,75731,203,79523,10,20,66
0,3415004901,74060,181,71076,12,10,66
1,3415004901,67180,177,66437,10,12,64
0,3415004908,210153,427,215509,26,20,94
1,3415004908,184897,384,179107,20,26,84
0,3415004911,198688,443,217834,22,36,92
1,3415004911,241936,478,245666,36,22,100
0,3415004923,186505,424,211377,16,12,92
1,3415004923,186912,418,205577,12,16,88
0,3415004934,163653,339,161501,28,22,82
1,3415004934,154924,326,149305,22,28,84
0,3415004962,138306,286,124423,24,14,76
1,3415004962,121243,285,124758,14,24,80
0,3415004963,297769,574,313977,26,24,98
1,3415004963,263428,571,311848,24,26,106
0,3415004969,263649,531,282449,36,30,96
1,3415004969,268739,540,282936,30,36,98
0,3415004996,272267,589,311796,12,22,98
1,3415004996,279108,579,306905,22,12,98
0,3415005000,106807,246,103796,12,20,72
1,3415005000,120113,251,107060,20,12,76
0,3415005011,80242,203,79205,10,14,68
1,3415005011,88748,214,86036,14,10,70
0,3415005017,217518,465,239187,24,22,94
1,3415005017,201751,465,237294,22,24,96
0,3415005021,101159,208,82919,24,16,72
1,3415005021,86599,192,75545,16,24,66
0,3415005042,111286,279,120017,12,8,74
1,3415005042,111758,283,121639,8,12,76
0,3415005050,403693,725,418606,56,24,112
1,3415005050,342139,694,386237,24,56,106
0,3415005051,156493,364,170625,20,16,84
1,3415005051,164753,371,176120,16,20,88
0,3415005062,235919,487,257817,34,12,100
1,3415005062,189782,450,224848,12,34,90
0,3415005074,183635,416,204921,22,22,92
1,3415005074,185136,419,204437,22,22,90
0,3415005076,312759,643,354627,30,32,108
1,3415005076,374084,661,374328,32,30,108
0,3415005082,125659,283,121844,16,26,82
1,3415005082,137892,297,133185,26,16,84
0,3415005083,253440,453,222347,50,18,94
1,3415005083,194833,411,187926,18,50,84
0,3415005101,277511,566,315743,34,22,108
1,3415005101,287611,578,320249,22,34,106
0,3415005102,198038,413,201876,28,16,92
1,3415005102,182676,410,199773,16,28,90
0,3415005116,374969,750,446079,40,10,116
1,3415005116,317237,699,389989,10,40,104
0,3415005118,289262,583,307452,26,28,96
1,3415005118,303388,605,329663,28,26,102
0,3415005127,164580,347,159004,26,16,80
1,3415005127,157016,364,172196,16,26,86
0,3415005128,183211,420,209456,22,16,92
1,3415005128,181316,412,202408,16,22,88
0,3415005131,171012,403,198427,14,32,86
1,3415005131,202024,402,194231,32,14,90
0,3415005139,147850,358,165102,14,22,84
1,3415005139,163257,379,181321,22,14,88
0,3415005146,217754,478,249572,22,16,98
1,3415005146,211426,469,239728,16,22,94
0,3415005169,176071,397,189266,16,22,88
1,3415005169,190805,427,213015,22,16,92
0,3415005172,247042,526,281627,22,24,102
1,3415005172,245582,519,272720,24,22,98
0,3415005177,297754,637,343704,18,34,102
1,3415005177,320749,648,358638,34,18,110
0,3415005187,218229,465,235664,14,28,94
1,3415005187,249046,488,260215,28,14,102
0,3415005188,220407,454,228595,30,18,92
1,3415005188,200942,436,213604,18,30,90
0,3415005189,183514,423,212011,16,6,94
1,3415005189,162803,407,199872,6,16,90
0,3415005196,151528,337,156404,22,16,82
1,3415005196,140507,323,143291,16,22,78
0,3415005197,220541,468,238086,24,12,96
1,3415005197,195355,449,222234,12,24,92
0,3415005201,172074,381,182986,20,10,88
1,3415005201,150004,359,167278,10,20,84
0,3415005210,161630,397,187720,16,22,86
1,3415005210,194592,410,196610,22,16,84
0,3415005228,242389,509,264216,18,26,96
1,3415005228,243597,509,266447,26,18,98
0,3415005240,87090,213,85695,10,0,70
1,3415005240,71873,199,76273,0,10,62
0,3415005245,274253,577,304788,22,8,100
1,3415005245,251732,585,310204,8,22,102
0,3415005248,170798,403,193884,14,20,86
1,3415005248,186333,436,218094,20,14,96
0,3415005249,289647,568,307155,32,28,102
1,3415005249,290872,562,304109,28,32,102
0,3415005250,94008,203,79733,16,10,68
1,3415005250,78030,196,73328,10,16,62
0,3415005254,156294,365,168457,14,26,82
1,3415005254,175365,385,188728,26,14,92
0,3415005260,296506,510,268362,48,52,100
1,3415005260,284933,517,275856,52,48,104
0,3415005272,130832,298,126640,20,30,76
1,3415005272,152815,329,152066,30,20,84
0,3415005278,5000,10,0,0,0,6
1,3415005278,5000,10,0,0,0,8
0,3415005291,176060,415,205157,16,20,90
1,3415005291,181082,410,200354,20,16,88
0,3415005297,139718,306,142753,20,8,82
1,3415005297,117389,285,124825,8,20,76
0,3415005302,85686,213,85539,6,2,68
1,3415005302,81668,216,85870,2,6,70
0,3415005306,188553,415,203199,22,4,90
1,3415005306,160718,405,196506,4,22,88
0,3415005307,120238,287,126240,10,4,78
1,3415005307,106872,295,128387,4,10,76
0,3415005313,147716,316,138761,18,20,78
1,3415005313,150059,319,145914,20,18,80
0,3415005317,133723,331,151546,6,10,84
1,3415005317,142604,326,148705,10,6,82
0,3415005321,239822,549,288197,18,16,100
1,3415005321,258199,535,274931,16,18,96
0,3415005332,231075,465,235244,38,16,92
1,3415005332,206596,441,215085,16,38,88
0,3415005347,358087,654,357473,40,42,104
1,3415005347,357691,657,365683,42,40,106
0,3415005348,114517,283,123126,6,20,78
1,3415005348,138137,296,133278,20,6,82
0,3415005360,143472,319,146102,10,24,80
1,3415005360,159745,338,160215,24,10,86
0,3415005364,191438,420,206947,14,26,88
1,3415005364,192563,423,213026,26,14,88
0,3415005365,278416,535,275817,38,28,100
1,3415005365,270975,547,279618,28,38,98
0,3415005371,154250,356,168037,20,20,84
1,3415005371,163263,375,181347,20,20,84
0,3415005383,164661,375,180538,14,10,88
1,3415005383,165474,369,173694,10,14,82
0,3415005386,82225,216,86891,6,12,70
1,3415005386,88780,215,86476,12,6,72
0,3415005397,115509,283,125265,10,14,78
1,3415005397,128457,290,128871,14,10,80
0,3415005406,344368,663,373660,30,30,110
1,3415005406,351567,670,380719,30,30,108
0,3415005407,176821,413,197423,10,32,88
1,3415005407,198769,413,200483,32,10,88
0,3415005414,175398,358,166590,32,24,86
1,3415005414,177410,344,155796,24,32,80
0,3415005424,107043,269,110327,4,22,68
1,3415005424,137263,296,132448,22,4,82
0,3415005431,171798,381,182338,30,16,90
1,3415005431,164071,361,166090,16,30,84
0,3415005434,186476,395,188283,18,20,86
1,3415005434,187532,396,190069,20,18,86
0,3415005435,155484,374,178190,8,8,88
1,3415005435,149632,359,163781,8,8,86
0,3415005449,220255,438,220487,24,28,92
1,3415005449,225577,447,219136,28,24,92
0,3415005462,238468,509,266549,16,16,96
1,3415005462,253758,511,269054,16,16,96
0,3415005464,104352,239,98190,14,16,68
1,3415005464,103751,246,103466,16,14,74
0,3415005468,114486,248,107114,20,16,74
1,3415005468,106963,241,98901,16,20,70
0,3415005488,47817,116,37577,10,6,52
1,3415005488,44547,114,36230,6,10,52
0,3415005495,352411,681,387265,26,38,106
1,3415005495,326252,655,363538,38,26,108
0,3415005497,348324,662,374145,48,38,112
1,3415005497,370454,643,355158,38,48,108
0,3415005502,363311,678,386419,46,36,112
1,3415005502,343626,665,380604,36,46,110
0,3415005520,109548,248,105236,20,2,76
1,3415005520,85049,215,84089,2,20,64
0,3415005525,164311,324,145222,28,6,82
1,3415005525,123037,293,123321,6,28,72
0,3415005541,48246,115,38730,8,6,54
1,3415005541,46739,110,35369,6,8,52
0,3415005542,72576,180,69374,8,2,68
1,3415005542,65331,174,64350,2,8,60
0,3415005543,164842,381,182500,20,24,86
1,3415005543,160021,369,176473,24,20,84
0,3415005549,110070,249,104235,18,16,74
1,3415005549,104048,240,99375,16,18,72
0,3415005550,108434,255,108079,16,10,78
1,3415005550,100786,245,101864,10,16,72
0,3415005552,202372,432,216633,28,10,96
1,3415005552,178892,416,201838,10,28,88
0,3415005553,82985,217,88785,10,10,68
1,3415005553,85070,214,87000,10,10,70
0,3415005572,128136,296,133669,20,14,80
1,3415005572,129905,288,127315,14,20,76
0,3415005574,163918,374,174923,14,20,84
1,3415005574,163556,361,168951,20,14,84
0,3415005578,102081,240,101241,12,16,72
1,3415005578,113156,247,107169,16,12,74
0,3415005581,95860,230,89107,4,16,72
1,3415005581,111121,243,102463,16,4,76
0,3415005593,189498,417,203012,22,18,90
1,3415005593,186276,418,207599,18,22,90
0,3415005612,68157,154,55979,20,6,62
1,3415005612,52117,135,44480,6,20,56
0,3415005618,95425,218,89662,14,8,72
1,3415005618,87107,216,85892,8,14,74
0,3415005625,129515,286,124484,24,14,78
1,3415005625,115786,279,120234,14,24,76
0,3415005629,255277,548,284663,14,20,96
1,3415005629,270016,568,307552,20,14,104
0,3415005647,363784,707,399857,28,30,110
1,3415005647,385155,715,406723,30,28,108
0,3415005651,195416,452,226940,16,28,88
1,3415005651,220587,462,236178,28,16,96
0,3415005663,99079,239,97253,6,8,70
1,3415005663,99456,247,103478,8,6,76
0,3415005681,169561,378,181297,12,16,86
1,3415005681,168179,376,179889,16,12,88
0,3415005699,221700,424,208155,38,16,92
1,3415005699,183034,399,193849,16,38,90
0,3415005702,219541,412,203719,26,26,90
1,3415005702,212329,417,210584,26,26,90
0,3415005715,94781,212,84066,18,0,68
1,3415005715,73581,196,75100,0,18,62
0,3415005727,238110,506,266082,24,14,98
1,3415005727,219853,481,246017,14,24,86
0,3415005731,262368,507,265967,44,14,98
1,3415005731,228165,495,253239,14,44,96
0,3415005742,199926,443,217593,16,32,90
1,3415005742,229253,469,243001,32,16,96
0,3415005752,335292,641,366964,24,24,104
1,3415005752,304133,623,342431,24,24,108
