,participantId,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,highestAchievedSeasonTier,role,lane
6,7,True,3031,3046,3072,2055,3123,3006,3364,12,6,5,5,3,4,404,3,2,0,0,0,164244,13777,146637,3829,697,26960,1990,23487,1483,6091,1,19023,14603,8424,20,23,19843,7449,11558,836,13864,12325,3,1,185,4,0,1,160,15,5,0,9,2,False,False,True,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1541,0,0,9111,668,340,0,9104,15,30,0,8014,522,0,0,8139,1086,0,0,8135,1574,5,0,8000,8100,5005,5008,5003,,SOLO,MIDDLE
7,8,True,3860,2003,2065,3504,3801,3117,3364,1,4,15,0,1,0,776,0,0,0,0,0,16627,6487,5478,4660,0,4672,3169,1129,374,4064,4,16936,1797,673,60,16,14915,4246,9884,784,7266,6825,1,0,33,0,0,0,54,12,3,0,22,7,False,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,3270,0,0,8463,849,0,0,8473,371,0,0,8453,499,823,0,8304,9,4,5,8345,3,0,0,8400,8300,5008,5003,5002,,DUO_SUPPORT,BOTTOM
8,9,True,3006,3153,3085,1038,1053,3123,3340,8,3,7,4,1,2,677,0,0,0,0,0,103674,2535,88903,12236,241,15748,2068,13110,570,2206,3,8428,17170,4098,20,36,9433,3725,5336,372,10640,10562,1,0,142,12,8,0,583,14,2,0,8,2,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,50,0,9101,3380,3662,0,9104,13,20,0,8014,349,0,0,8304,10,3,0,8410,102,0,0,8000,8300,5005,5008,5002,,DUO_CARRY,BOTTOM
9,10,True,1400,3052,3117,3078,1037,0,3340,8,2,16,5,2,2,919,1,0,0,0,0,131625,4382,119775,7468,0,14927,161,13852,914,9892,1,20551,21720,3094,24,22,18942,6398,12386,156,11898,9583,2,0,28,124,76,12,165,15,0,0,9,2,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,943,0,0,8143,377,0,0,8136,3,6,0,8135,2860,5,0,9111,604,480,0,8014,482,0,0,8100,8000,5008,5008,5002,,NONE,JUNGLE
0,1,True,3152,2031,2055,3151,3047,1026,3364,4,4,8,2,1,1,329,0,0,0,0,0,89519,72098,14629,2791,0,11732,9987,1448,296,2868,1,16086,6296,2153,11,3,15685,1458,14087,140,9201,8450,1,0,126,6,0,5,26,13,2,0,5,2,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,428,0,0,9111,979,240,0,9105,17,30,0,8014,288,0,0,8446,794,0,0,8473,822,0,0,8000,8400,5007,5008,5002,,SOLO,TOP
1,2,True,3508,3144,3006,3855,0,0,3364,2,5,9,0,1,0,822,0,0,0,0,0,41372,1390,30817,9164,418,9507,593,8112,801,476,1,4463,1191,1191,45,0,12196,5220,6641,334,6946,6950,1,0,41,4,4,0,0,10,4,0,22,5,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,839,482,356,9111,564,220,0,9104,18,50,0,8014,164,0,0,8275,9,0,0,8236,14,0,0,8000,8200,5005,5008,5002,,SOLO,BOTTOM
2,3,True,1055,3006,3031,1055,3094,3085,3340,11,0,6,11,3,1,0,2,1,0,0,0,105465,741,98992,5731,1567,15199,270,14515,412,2521,2,4099,17426,7033,13,4,10083,1986,8096,0,11602,10400,1,0,156,8,0,4,45,12,0,0,6,2,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1349,0,0,9111,452,340,0,9103,18,50,0,8014,408,0,0,8304,9,0,0,8345,3,0,0,8000,8300,5005,5008,5001,,DUO,MIDDLE
3,4,True,1400,3077,0,3134,3117,0,3364,7,2,2,5,2,1,774,1,0,0,0,0,97441,5329,87948,4162,0,6915,693,5579,642,7261,1,8371,17220,1750,16,4,16175,2867,13219,88,7894,6350,2,1,10,92,66,4,206,11,2,0,4,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,419,9,0,8143,193,0,0,8138,10,0,0,8105,16,5,0,8236,14,0,0,8275,14,0,0,8100,8200,5008,5008,5002,,NONE,JUNGLE
4,5,True,2033,3020,2055,3285,3916,1026,3364,8,2,8,5,1,2,610,0,0,0,0,0,71423,54440,13649,3333,0,15872,13120,2593,158,3093,1,4937,2929,2929,13,12,12735,5528,6739,468,8771,7550,0,0,108,8,4,4,26,14,4,0,6,2,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1183,0,0,8139,685,0,0,8138,30,0,0,8135,1355,5,0,8345,3,0,0,8352,237,1268,713,8100,8300,5008,5008,5003,,DUO,MIDDLE
5,6,False,1412,2031,2055,3147,3006,1036,3364,5,4,1,4,1,1,935,0,0,0,0,0,87957,4776,76549,6632,0,7055,347,6460,248,5010,1,7753,6291,0,23,14,14851,5385,9208,258,7432,7275,0,0,26,100,71,0,328,11,2,0,2,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1037,0,0,9111,155,120,0,9104,14,0,0,8014,220,0,0,8275,13,0,0,8232,3,50,0,8000,8200,5005,5008,5002,,NONE,JUNGLE
6,7,False,3117,0,3851,3174,0,0,3340,2,8,2,0,1,0,383,0,0,0,0,0,15187,11346,3561,280,0,5608,4753,575,280,3187,5,6846,702,166,24,23,11380,2003,9179,198,4922,3725,0,0,11,0,0,0,100,9,1,0,15,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,468,376,0,8275,4,0,0,8234,10132,0,0,8232,3,20,0,8352,27,225,0,8321,3,0,0,8200,8300,5008,5008,5002,,DUO_SUPPORT,BOTTOM
7,8,False,2033,3179,3814,1001,0,0,3340,0,5,4,0,0,0,458,0,0,0,0,0,69692,2679,65467,1546,0,11073,1486,9587,0,1635,2,4160,492,193,8,17,10898,2787,7771,340,6311,6100,0,0,133,1,0,0,158,11,0,0,6,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,924,0,0,8226,250,527,0,8233,12,40,0,8237,408,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5008,5002,5001,,DUO_CARRY,BOTTOM
8,9,False,3812,1001,2055,1055,1055,1029,3363,1,6,4,0,1,0,361,0,0,0,0,0,69658,0,57993,11665,0,10030,0,10030,0,1804,1,14514,1531,1531,11,25,14527,6756,6433,1337,6425,5350,0,0,117,0,0,0,91,12,2,0,6,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,344,0,0,9111,404,100,0,9105,0,0,0,8299,416,0,0,8345,3,0,0,8347,0,0,0,8000,8300,5007,5008,5002,,NONE,JUNGLE
9,10,False,3030,2420,1056,3113,3108,1001,3340,5,9,0,2,1,1,246,0,0,0,0,0,53853,45679,7671,502,0,10763,8745,1515,502,1643,1,7080,1005,1005,11,9,17324,8736,8312,276,6415,6400,0,0,92,0,0,0,123,12,2,0,8,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,871,0,0,8139,701,0,0,8138,10,0,0,8135,438,4,0,8226,250,362,0,8210,0,0,0,8100,8200,5008,5008,5003,,SOLO,MIDDLE
0,1,True,1056,3165,3157,3285,0,3020,3363,6,1,16,5,1,1,1277,0,0,0,0,0,123688,100380,8308,15000,0,17694,16614,1079,0,413,1,3137,24345,19493,23,11,11186,5914,5142,130,13070,10685,4,0,159,12,0,0,251,14,1,0,6,2,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,1039,0,0,8226,250,826,0,8210,0,0,0,8237,493,0,0,8304,7,3,0,8347,0,0,0,8200,8300,5008,5008,5002,,DUO_CARRY,BOTTOM
1,2,True,2033,3748,3144,3111,3078,1043,3340,13,7,8,5,2,3,235,2,0,0,0,0,103600,10613,85537,7450,0,17621,4515,12911,194,7169,1,15160,2224,2088,26,14,25032,10304,13666,1062,12212,11658,1,0,142,8,0,4,67,14,3,0,10,5,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,796,0,0,9111,1691,420,0,9104,11,40,0,8014,595,0,0,8352,265,1562,856,8345,3,0,0,8000,8300,5005,5008,5003,,SOLO,MIDDLE
2,3,True,3211,3074,2031,1054,3133,3111,3363,1,1,3,0,1,0,1288,0,0,0,0,0,108000,0,101730,6270,0,7920,0,7920,0,793,1,14154,19075,2645,23,16,13695,4743,8951,0,9025,7475,1,0,166,16,0,4,98,14,3,0,10,5,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,248,0,0,9111,52,80,0,9105,20,20,0,8014,126,0,0,8304,12,0,0,8347,0,0,0,8000,8300,5005,5008,5002,,SOLO,TOP
3,4,True,3179,3855,2421,3117,3133,3134,3364,8,5,7,2,2,3,442,1,0,0,0,0,18499,205,12478,5815,0,8396,205,6345,1846,3072,5,8662,1154,429,43,28,15017,6916,7985,116,8997,7500,1,1,28,4,0,0,74,11,2,0,18,10,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,205,0,0,8463,467,0,0,8473,404,0,0,8453,260,0,0,8143,133,0,0,8106,5,0,0,8400,8100,5008,5008,5002,,DUO_SUPPORT,BOTTOM
4,5,True,2031,3142,1036,3006,1412,3134,3364,7,5,6,4,2,2,466,1,0,0,0,0,152715,4721,140551,7442,0,17962,761,15692,1508,5970,1,9400,10842,2392,11,21,18788,7236,10742,810,10441,8300,1,1,49,112,100,0,546,13,1,0,1,3,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,17,0,0,8275,17,0,0,8234,8635,0,0,8232,5,0,0,8139,1063,0,0,8105,16,5,0,8200,8100,5008,5008,5002,,NONE,JUNGLE
5,6,False,3285,3020,2033,3165,1082,1058,3364,10,7,4,3,1,2,279,0,0,0,0,0,47769,37294,9456,1018,0,19809,16455,2336,1018,2509,1,6786,0,0,7,7,17727,5287,12094,345,10185,9475,0,0,98,0,0,0,10,13,1,0,3,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1507,0,0,8139,1007,0,0,8138,30,0,0,8135,1012,4,0,8226,250,760,0,8210,0,0,0,8100,8200,5008,5008,5002,,SOLO,MIDDLE
6,7,False,0,1400,2055,3047,3071,1028,3340,5,7,6,0,1,0,423,0,0,0,0,0,95673,15807,74884,4982,0,10162,1612,7878,672,5005,1,20990,6042,0,24,15,23338,3242,19154,941,9268,7875,0,0,31,95,76,0,278,13,9,0,17,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,889,0,0,8143,224,0,0,8136,5,10,0,8105,10,3,0,8275,17,0,0,8232,4,0,0,8100,8200,5005,5008,5002,,NONE,JUNGLE
7,8,False,3179,3142,2055,2033,1036,3158,3363,1,9,4,0,1,0,321,0,0,0,0,0,72470,3682,68782,6,0,13913,2509,11404,0,0,0,4377,3660,0,7,22,11354,4864,5662,828,7268,6900,0,0,148,2,0,0,264,11,2,0,3,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,964,0,0,8224,559,0,0,8233,16,0,0,8237,423,0,0,8304,12,0,0,8345,3,0,0,8200,8300,5008,5008,5002,,DUO_CARRY,BOTTOM
8,9,False,1033,1029,3860,2055,3109,3117,3364,1,8,4,0,1,0,242,0,0,0,0,0,16850,7373,3976,5500,0,5324,4448,448,428,2841,5,17288,0,0,41,28,18160,6624,10487,1048,5284,5125,0,0,33,0,0,0,56,10,9,0,22,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,560,0,0,8463,298,0,0,8473,491,0,0,8451,139,0,0,8304,12,0,0,8410,37,0,0,8400,8300,5008,5002,5001,,DUO_SUPPORT,BOTTOM
9,10,False,3146,3157,2031,2055,1001,1054,3364,2,4,1,2,1,1,894,0,0,0,0,0,92599,52691,22148,17760,0,12032,8106,3926,0,3112,1,13442,431,431,25,3,15944,3121,12438,385,7991,7625,0,0,170,0,0,0,71,13,5,0,11,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,2181,0,0,8009,126,30,0,9105,0,0,0,8014,110,0,0,8473,674,0,0,8451,149,0,0,8000,8400,5008,5008,5002,,SOLO,TOP
0,1,False,3508,1033,3044,3067,0,3047,3364,4,2,2,4,1,1,1046,0,0,0,0,0,66262,0,60976,5286,387,9949,0,9661,288,613,1,7496,1563,1563,20,18,7968,3084,4685,198,8101,7550,1,0,131,0,0,0,92,12,2,0,5,3,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,470,0,0,9111,164,120,0,9104,16,10,0,8299,64,0,0,8210,0,0,0,8275,6,0,0,8000,8200,5008,5008,5002,,DUO,NONE
1,2,False,3077,2055,3047,3052,1401,0,3364,3,7,5,2,2,1,255,1,0,0,0,0,57421,19714,36315,1392,0,6049,3185,2359,504,7500,1,8649,2834,0,13,15,17431,6462,10644,324,6554,6275,0,0,2,64,55,0,132,9,2,0,3,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,650,416,233,9111,196,160,0,9104,15,20,0,8299,189,0,0,8234,6289,0,0,8232,2,0,0,8000,8200,5005,5008,5002,,DUO_SUPPORT,NONE
2,3,False,3133,0,0,3123,3071,3111,3363,5,8,2,2,1,1,225,0,0,0,0,0,55454,0,54640,814,0,13589,0,12775,814,6690,1,10317,44,44,15,15,20529,9901,9723,905,6674,6750,0,0,93,4,0,0,101,12,2,0,7,1,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,467,0,0,9111,605,140,0,9105,15,20,0,8299,544,0,0,8139,748,0,0,8135,798,4,0,8000,8100,5008,5008,5003,,DUO_SUPPORT,NONE
3,4,False,3179,3864,1028,3009,0,0,3364,0,7,5,0,0,0,336,0,0,0,0,0,14135,183,13606,346,191,6736,183,6208,344,2383,5,3275,627,627,24,16,9832,4322,5363,146,4620,4650,0,0,20,0,0,0,20,8,2,0,12,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,386,603,0,8226,250,144,0,8210,0,0,0,8237,292,0,0,8347,0,0,0,8321,4,0,0,8200,8300,5008,5002,5001,,DUO_SUPPORT,NONE
4,5,False,1055,1037,3006,1083,1038,0,3340,2,6,2,0,1,0,216,0,0,0,0,0,48906,586,48320,0,0,4579,222,4356,0,1237,2,4746,1766,596,5,12,9871,2824,6892,154,5696,4425,0,0,107,4,1,0,114,10,0,0,5,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9,0,0,9101,440,787,0,9103,0,0,0,8017,213,0,0,8275,8,0,0,8236,4,0,0,8000,8200,5005,5008,5002,,DUO_SUPPORT,NONE
5,6,True,3859,3193,2055,3047,3109,0,3364,5,3,9,3,1,1,584,0,0,0,0,0,34629,27928,2268,4432,0,7264,6492,276,496,687,1,13572,2250,1600,34,28,10305,708,9236,360,7156,7050,0,0,41,0,0,0,61,10,9,0,16,6,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,251,0,0,8401,184,0,0,8473,508,0,0,8242,7,0,0,8275,7,0,0,8237,321,0,0,8400,8200,5008,5008,5002,,DUO_SUPPORT,NONE
6,7,True,3152,1011,1054,1029,3047,0,3340,2,3,0,2,1,1,569,0,0,0,0,0,50126,41185,8941,0,0,2581,2385,196,0,1252,1,9306,1570,1167,4,1,10264,216,9944,104,5697,5625,1,0,94,4,0,4,18,11,1,0,3,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,5,0,0,9111,31,40,0,9105,0,0,0,8299,101,0,0,8139,383,0,0,8135,320,2,0,8000,8100,5008,5008,5002,,DUO_SUPPORT,NONE
7,8,True,3006,3153,2031,3085,3031,1055,3363,11,1,7,11,2,1,920,2,0,0,0,0,82703,651,76362,5689,240,11777,451,11127,198,966,3,2806,8961,6215,6,21,6562,339,5889,334,10972,10750,3,0,145,4,0,0,422,11,0,0,4,0,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,30,0,8009,1843,500,0,9104,8,0,0,8017,118,0,0,8304,6,0,0,8410,88,0,0,8000,8300,5005,5008,5002,,DUO_SUPPORT,NONE
8,9,True,3157,2033,3020,3802,0,0,3364,5,4,12,4,1,1,374,0,0,0,0,0,57605,47168,5557,4880,0,15840,14898,441,500,8335,1,14126,1239,887,7,17,17960,1070,16312,578,7902,5800,1,0,92,8,8,0,233,12,0,0,5,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1007,0,0,9111,740,340,0,9105,13,40,0,8299,438,0,0,8345,3,0,0,8352,234,1231,739,8000,8300,5008,5008,5002,,DUO_SUPPORT,NONE
9,10,True,1412,2031,0,3071,0,3047,3340,7,3,9,4,1,1,699,0,0,0,0,0,96149,18631,69140,8377,0,12538,1321,10684,533,5724,1,14241,13267,754,26,10,17078,2067,14436,574,9140,7400,0,0,28,85,53,11,299,12,7,0,12,4,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,343,0,0,9111,787,320,0,9104,7,10,0,8014,404,0,0,8275,14,0,0,8232,3,50,0,8000,8200,5005,5008,5002,,DUO_SUPPORT,NONE
0,1,False,3153,3046,3140,3124,1011,3006,3363,10,4,0,7,2,2,871,1,0,0,0,0,151032,9153,120449,21429,384,26495,2198,17729,6567,2822,3,10672,4241,4241,25,18,17902,5747,11639,515,12963,13080,1,0,227,17,13,0,182,13,2,0,10,1,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1705,1022,682,9111,304,200,0,9104,12,50,0,8014,508,0,0,8275,7,0,0,8234,9064,0,0,8000,8200,5005,5008,5002,,DUO_CARRY,BOTTOM
1,2,False,1055,3153,3133,3006,1038,2055,3363,0,8,1,0,0,0,335,0,0,0,0,0,109670,5683,103986,0,0,11817,1203,10613,0,851,1,9995,2254,603,12,2,21266,5707,14593,966,8145,7575,0,0,169,12,9,0,17,13,3,0,8,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1047,549,498,9111,73,20,0,9104,0,0,0,8014,69,0,0,8226,250,668,0,8210,0,0,0,8000,8200,5005,5008,5002,,SOLO,MIDDLE
2,3,False,2033,3285,3047,1026,3916,0,3340,3,4,0,2,1,1,682,0,0,0,0,0,98456,60069,32152,6235,0,12299,9965,2333,0,1686,1,17398,0,0,12,21,13438,1449,11713,274,8444,7325,0,0,149,8,8,0,667,14,1,0,9,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,835,0,0,8226,250,677,0,8210,0,0,0,8237,400,0,0,8352,242,1346,842,8345,3,0,0,8200,8300,5008,5008,5002,,SOLO,TOP
3,4,False,2031,2420,0,3115,1402,3020,3364,2,7,3,0,1,0,557,0,0,0,0,0,111447,73864,31707,5875,0,10880,9766,624,489,6652,1,13090,8591,120,11,3,22166,6452,14897,816,7536,7325,0,0,29,94,68,4,136,12,3,0,4,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,332,8,0,8143,206,0,0,8138,10,0,0,8135,2642,3,0,8304,9,4,5,8347,0,0,0,8100,8300,5005,5008,5002,,NONE,JUNGLE
4,5,False,3853,2055,3174,3504,3009,0,3364,0,5,10,0,0,0,349,0,0,0,0,0,14332,10601,3690,40,0,7309,6459,810,40,7431,4,4436,858,858,64,23,8312,3175,4874,263,7027,6900,0,0,20,0,0,0,112,12,11,0,32,15,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,547,1960,0,8226,250,532,0,8234,9272,0,0,8237,359,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5008,5008,5002,,DUO_SUPPORT,BOTTOM
5,6,True,1401,0,3065,3075,1028,3047,3364,5,0,12,5,1,1,0,0,0,0,0,0,141809,109704,23736,8368,33,9147,7587,325,1234,40412,5,26586,17159,135,33,25,29174,6913,18930,3329,10894,10150,1,1,24,140,93,14,444,15,4,0,4,6,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,660,0,0,8463,449,0,0,8429,56,20,15,8453,2573,16,0,8126,378,0,0,8135,8492,5,0,8400,8100,5007,5002,5001,,NONE,JUNGLE
6,7,True,1055,3042,3006,3124,1052,3101,3363,4,4,5,3,2,1,596,1,0,0,0,0,121397,16189,101750,3458,0,7149,2146,4828,174,3148,3,6036,13865,3909,21,0,12707,5681,6558,467,9945,8810,1,0,162,20,16,4,41,13,1,0,10,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,24,66,0,8139,417,0,0,8138,10,0,0,8135,1151,4,0,8009,1919,500,0,9103,0,0,0,8100,8000,5005,5008,5002,,DUO_CARRY,BOTTOM
7,8,True,3109,3050,3857,0,2424,3117,3364,3,5,10,2,1,1,419,0,0,0,0,0,21679,11901,5358,4419,0,6491,4219,1292,980,1882,4,12207,1628,752,50,25,14060,5732,7520,807,7266,8350,1,0,31,0,0,0,81,12,9,0,29,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,264,0,0,8463,267,0,0,8473,306,0,0,8451,166,0,0,8313,0,0,0,8347,0,0,0,8400,8300,5007,5002,5001,,DUO_SUPPORT,BOTTOM
8,9,True,1037,3748,3047,1055,3071,3052,3340,3,2,7,2,1,1,502,0,0,0,0,0,140110,0,138225,1885,0,15026,0,15026,0,3325,1,16202,16685,9924,22,7,22648,10368,11271,1007,11816,10625,4,1,186,12,0,8,77,15,0,0,9,4,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,675,0,0,9111,725,200,0,9104,21,20,0,8014,392,0,0,8446,3534,0,0,8473,623,0,0,8000,8400,5005,5008,5002,,SOLO,TOP
9,10,True,3047,2033,3153,3748,3091,3026,3364,13,4,5,6,2,3,419,2,0,0,0,0,184457,29927,148580,5950,0,19559,6676,12435,448,7803,1,16246,21877,12143,16,9,22567,4399,16682,1485,16966,14375,4,1,230,21,12,1,62,17,1,0,4,5,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1157,0,0,9111,1165,360,0,9103,19,10,0,8299,590,0,0,8345,3,0,0,8352,272,1140,735,8000,8300,5005,5008,5002,,SOLO,MIDDLE
0,1,False,1054,1042,3111,1042,1029,0,3340,0,5,0,0,0,0,252,0,0,0,0,0,16396,0,15425,970,0,2687,0,1716,970,20,1,7567,0,0,4,9,9218,4536,4187,494,3126,2650,0,0,41,4,4,0,30,7,2,0,5,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,20,0,0,9111,0,0,0,9104,0,0,0,8014,5,0,0,8446,0,0,0,8473,439,0,0,8000,8400,5005,5008,5002,,DUO_SUPPORT,NONE
1,2,False,1055,3153,0,2055,0,0,3340,0,3,0,0,0,0,383,0,0,0,0,0,33256,0,25783,7473,0,1889,0,1754,135,552,3,2989,370,370,9,3,7085,1103,5960,21,4257,3975,0,0,102,0,0,0,3,9,1,0,4,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,148,84,63,9111,0,0,0,9104,0,0,0,8014,14,0,0,8234,2335,0,0,8236,4,0,0,8000,8200,5005,5003,5002,,DUO,NONE
2,3,False,3850,3028,1001,3108,0,0,3340,1,3,0,0,1,0,424,0,0,0,0,0,9979,6874,2817,287,0,1964,1156,520,287,469,3,2597,0,0,8,3,4704,937,3505,262,3096,2625,0,0,10,0,0,0,73,8,1,0,5,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,301,0,0,8126,99,0,0,8120,2,10,3,8105,5,1,0,8463,27,0,0,8473,156,0,0,8100,8400,5005,5008,5002,,DUO_SUPPORT,NONE
3,4,False,1400,2031,2055,1029,0,2422,3340,1,2,0,0,1,0,494,0,0,0,0,0,58961,9677,41512,7772,0,1850,429,1421,0,3884,1,7432,10282,0,8,3,9898,1991,7758,148,4352,3300,0,0,5,66,47,1,313,8,3,0,4,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,40,0,0,9111,0,20,0,9104,0,0,0,8014,32,0,0,8304,11,1,5,8347,0,0,0,8000,8300,5005,5008,5002,,DUO_SUPPORT,NONE
4,5,False,3070,2031,3802,1001,0,0,3363,0,3,1,0,0,0,545,0,0,0,0,0,38738,27689,11048,0,0,3097,2498,598,0,479,1,2111,0,0,7,7,5476,2604,2652,219,4005,2600,0,0,86,0,0,0,15,10,0,0,4,0,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,4,0,0,8226,250,252,0,8210,0,0,0,8236,8,0,0,8139,241,0,0,8135,284,1,0,8200,8100,5008,5008,5002,,DUO,NONE
5,6,True,3109,3855,3117,2031,2055,0,3364,2,1,5,2,1,1,414,0,0,0,0,0,9733,4533,3238,1961,0,2527,1728,417,382,766,5,3945,1793,668,17,13,4800,967,3501,331,4871,4125,0,0,20,0,0,0,60,9,3,0,7,2,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,101,0,0,8463,335,0,0,8473,252,0,0,8242,6,0,0,8345,3,0,0,8352,75,421,41,8400,8300,5008,5008,5002,,DUO_SUPPORT,NONE
6,7,True,1055,0,2003,3095,3086,3006,3363,4,0,5,4,1,1,0,0,0,0,0,0,49639,1743,44720,3175,524,7391,624,6767,0,1447,2,1131,4292,4292,11,13,2701,544,2065,91,7402,6350,1,0,118,4,0,0,26,9,2,0,6,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,506,0,0,9111,83,180,0,9104,13,0,0,8299,41,0,0,8139,339,0,0,8106,5,0,0,8000,8100,5005,5008,5002,,DUO,NONE
